30,86,5,57,73,74,75,70,20,38,39,15,98,24,80,95,37,77,6,72,62,11,77,55,28,89,18,15,86,87,13,55,46,16,22,59,4,79,30,14,49,50,70,53,36,16,67,64,97,26,21,58,18,79,90,75,53,49,3,85,66,81,91,89,43,95,84,14,29,81,68,77,78,97,48,79,9,94,48,83,37,9,36,53,38,11,23,74,62,47,34,69,50,26,49,78,24,13,33,98
55,3,87,58,33,83,49,83,11,23,12,1,11,65,82,27,77,80,58,59,2,22,44,13,83,14,35,98,31,99,17,93,93,12,90,8,45,44,18,4,61,1,55,92,21,36,91,29,88,15,36,8,37,2,38,34,77,90,62,62,21,53,99,81,29,21,82,35,19,74,7,67,86,98,60,23,75,69,42,99,47,7,17,2,51,15,83,65,90,4,92,94,14,29,16,53,8,82,95,59
88,27,31,42,78,30,45,38,40,81,56,78,83,38,7,74,68,29,52,30,89,56,12,90,0,16,22,54,74,37,5,66,76,70,72,73,73,64,62,50,95,84,98,32,25,97,54,35,17,77,93,45,29,42,14,95,75,35,25,54,65,52,48,52,18,34,71,33,47,43,72,95,82,14,85,96,75,59,34,27,40,83,65,13,8,3,90,76,10,78,63,57,61,73,88,97,86,34,46,62
98,11,21,63,91,25,97,34,84,40,90,24,6,10,93,20,66,19,50,74,60,27,94,88,54,15,20,61,44,65,84,82,46,54,79,16,99,11,12,39,78,93,43,19,94,91,51,64,78,41,43,84,84,85,97,24,24,84,6,34,87,41,68,44,6,70,84,99,21,43,26,40,28,68,44,12,65,67,42,43,24,67,74,0,73,2,54,33,36,70,42,68,77,47,88,25,1,43,5,32
75,77,52,28,19,74,94,48,93,40,80,82,73,49,95,27,99,96,67,54,88,13,58,86,8,64,3,11,55,81,17,59,90,37,6,72,55,87,30,13,30,17,96,66,77,90,10,66,41,7,44,94,43,4,83,32,77,90,1,52,58,9,23,48,39,94,99,31,20,87,50,0,17,3,81,94,16,2,92,43,36,41,36,66,6,76,62,60,42,86,64,21,75,43,32,79,51,36,42,26
19,34,81,67,38,89,34,30,61,95,39,7,71,38,9,97,29,38,40,75,74,17,57,38,9,41,42,37,3,71,33,33,66,61,97,67,78,74,82,12,72,60,22,85,28,76,70,55,88,56,79,22,24,58,87,35,57,1,59,93,57,15,73,47,6,21,35,88,67,36,35,2,51,3,80,90,19,29,72,72,44,59,35,72,75,40,7,83,91,99,58,21,93,95,4,25,50,98,93,68
24,1,68,7,2,35,69,71,74,82,22,66,44,4,89,0,46,37,81,32,24,80,55,33,75,60,87,10,20,36,49,94,73,66,74,82,16,24,12,54,51,81,30,17,71,26,60,29,15,76,78,31,76,34,83,87,55,12,82,85,59,19,82,97,54,26,95,21,45,23,30,75,93,12,11,39,77,53,99,56,13,20,15,95,69,6,14,50,24,74,46,80,52,85,58,48,92,16,53,14
82,79,74,80,1,52,98,47,28,33,91,21,6,95,48,40,94,84,21,47,8,37,66,85,66,54,35,32,67,96,40,89,36,67,59,73,48,73,2,39,15,72,55,57,29,23,29,28,67,99,42,70,0,19,55,13,67,71,53,69,7,57,64,20,13,38,76,4,64,18,93,2,61,23,28,87,84,22,19,49,75,55,53,20,30,83,91,66,14,31,0,85,61,66,58,51,94,31,14,44
80,92,87,8,53,26,82,51,56,78,2,43,60,72,23,64,74,97,28,17,62,24,88,21,22,15,89,90,82,32,98,65,27,82,5,52,98,74,3,99,49,88,54,47,11,40,79,85,29,52,29,1,84,40,62,1,86,30,76,36,57,25,5,8,35,1,83,18,57,51,46,12,12,89,54,14,37,31,43,5,4,86,29,49,18,13,6,29,2,99,50,58,24,19,30,41,82,71,74,20
49,59,38,21,42,46,44,58,38,11,90,68,8,44,87,37,21,91,55,88,85,85,97,3,48,80,18,81,20,61,23,17,99,80,31,51,95,72,17,73,56,66,65,72,15,29,30,3,80,33,14,78,13,73,78,43,86,63,25,71,3,58,31,58,90,91,57,37,11,31,2,50,74,19,66,39,0,36,88,16,86,1,50,65,73,2,87,99,12,15,80,56,44,52,75,16,83,82,1,13
57,88,69,15,6,6,5,40,33,96,67,59,93,92,58,25,94,98,69,21,38,1,54,91,28,36,67,75,43,14,9,88,91,44,45,94,75,83,68,61,17,23,89,81,25,57,30,69,9,45,22,26,52,48,24,90,98,59,46,65,57,8,92,74,19,71,75,54,18,79,23,10,11,19,16,3,2,79,7,95,77,84,26,87,27,65,77,33,79,45,97,64,49,25,59,71,40,63,86,85
96,25,28,18,63,25,0,36,86,40,35,15,83,29,39,25,96,39,47,74,78,67,5,82,19,94,33,74,8,68,63,58,55,54,71,65,13,70,11,50,50,42,71,3,5,12,55,67,87,3,3,97,86,4,3,39,73,92,79,44,71,64,35,26,37,44,75,2,34,33,83,26,97,80,76,36,29,80,49,65,56,31,33,43,1,86,15,71,18,86,76,77,22,89,51,95,63,3,16,56
64,90,26,10,84,84,72,92,37,67,3,57,52,60,40,4,41,19,77,99,16,11,91,13,35,38,84,58,96,3,71,85,30,93,33,66,0,58,4,92,63,51,80,97,64,69,12,21,89,56,27,38,76,11,48,74,61,86,3,57,41,60,23,2,46,50,17,60,90,61,83,79,79,12,82,27,58,82,47,51,7,35,96,4,94,12,54,63,76,26,53,62,59,4,82,23,92,18,78,71
65,40,0,55,39,12,35,3,62,37,68,82,27,25,15,5,25,68,46,40,13,13,10,55,46,59,91,50,90,83,6,86,19,52,50,23,55,35,36,72,2,47,63,85,48,46,99,42,11,81,63,70,41,89,53,68,88,31,79,67,16,10,68,37,7,4,97,62,67,37,85,76,30,64,53,73,23,65,77,45,16,10,84,43,67,85,98,94,78,64,45,40,14,44,25,95,35,88,79,10
23,23,84,74,21,11,57,12,37,89,28,60,6,78,44,44,26,69,67,68,67,85,90,46,32,70,54,62,12,39,21,87,67,33,5,29,18,65,30,34,3,79,55,79,70,52,35,39,88,4,44,86,31,51,66,58,31,46,65,55,9,62,36,93,94,81,59,28,56,45,69,57,9,95,56,3,58,89,54,79,20,66,79,46,56,35,36,13,4,88,31,33,41,17,53,12,77,96,93,87
59,49,32,33,99,62,71,23,66,36,9,61,38,41,42,35,77,61,4,6,49,23,16,33,25,77,39,4,98,37,86,39,21,28,24,48,83,60,39,93,22,99,9,2,73,60,48,1,99,77,31,45,87,51,49,9,38,9,74,91,4,74,51,55,9,8,17,64,68,56,96,59,25,96,78,44,85,65,69,54,62,66,60,48,42,57,15,86,42,98,71,15,50,37,21,80,97,75,62,1
79,42,93,74,77,74,74,67,17,47,97,55,51,55,10,54,0,44,60,84,21,2,95,79,10,16,59,87,55,34,64,77,39,41,95,89,13,66,13,2,24,30,60,88,42,6,99,73,12,46,50,59,74,80,43,98,69,72,10,85,11,18,43,84,75,33,5,3,5,44,1,86,62,89,24,68,81,43,50,99,86,80,46,81,93,81,8,19,73,36,58,75,16,22,41,45,21,68,79,18
79,40,32,45,92,93,39,91,91,73,93,65,51,97,84,70,80,17,69,98,64,70,75,58,89,41,78,14,11,50,36,22,13,7,92,31,41,82,13,96,77,37,7,82,16,62,95,73,89,60,35,12,44,71,10,37,56,59,69,85,24,77,33,94,85,53,66,63,56,92,50,52,97,52,74,61,55,42,76,11,12,15,94,85,97,13,64,79,40,43,26,11,69,71,29,35,52,31,59,81
25,21,15,52,65,47,94,16,48,70,57,2,37,97,54,34,22,66,75,76,46,97,31,31,68,19,29,19,70,45,45,31,44,27,51,98,99,38,79,77,13,17,17,83,97,56,86,45,44,31,34,41,80,74,58,8,17,62,56,26,60,11,39,67,30,19,18,32,5,16,29,25,58,10,48,73,65,53,97,15,6,50,99,73,41,67,56,46,35,73,91,26,3,85,62,85,39,27,36,31
18,49,95,79,17,73,63,0,91,41,52,70,22,24,62,80,78,15,14,12,36,82,17,58,45,27,88,78,41,78,91,8,31,49,81,61,52,53,3,36,4,14,28,35,44,43,94,67,90,83,40,91,65,98,46,32,34,39,97,31,44,35,97,5,22,68,15,70,30,89,95,28,35,98,34,74,91,6,46,5,55,65,28,25,6,41,75,39,52,60,53,38,94,23,66,84,58,12,51,83
3,84,97,77,93,81,86,18,73,1,37,82,53,22,93,17,2,56,42,70,4,13,95,38,0,73,15,60,54,97,57,15,35,31,34,75,57,17,15,63,54,92,3,98,72,40,16,2,36,56,2,6,49,48,91,41,21,84,46,56,19,57,98,87,81,53,33,19,73,33,24,45,84,80,35,76,93,84,15,68,78,56,99,75,35,35,74,8,52,28,13,32,4,69,99,90,91,38,9,88
73,27,68,82,8,51,94,13,88,50,7,44,38,21,41,67,79,81,98,65,2,68,84,2,23,65,51,54,5,91,43,49,24,57,15,97,73,11,93,42,71,16,92,34,76,24,91,11,88,92,75,9,44,69,29,72,28,7,28,91,3,97,17,76,73,27,87,7,68,97,25,82,67,52,44,59,71,4,26,9,39,44,32,68,35,28,43,70,96,24,2,80,6,53,62,63,70,44,26,98
57,82,5,50,73,65,10,72,59,52,26,29,45,40,99,67,0,51,83,8,84,80,0,76,9,95,55,56,9,31,14,74,15,25,33,23,24,13,73,36,54,87,3,92,58,21,70,93,28,13,88,2,43,30,43,55,66,58,27,39,73,33,50,81,73,65,97,75,30,54,75,60,83,43,32,34,67,15,82,49,10,20,17,98,93,27,69,86,7,12,44,15,32,10,81,64,42,87,91,52
20,27,44,35,57,47,40,0,73,49,39,59,2,3,95,35,13,47,27,36,82,73,61,63,89,70,52,61,17,88,99,23,65,22,86,52,33,64,92,91,63,97,83,67,77,61,39,25,69,69,68,59,18,43,29,57,90,10,49,88,69,74,25,67,36,73,7,80,10,60,47,1,31,83,14,29,98,86,54,78,39,41,44,5,89,22,79,37,60,32,28,31,87,61,68,28,38,42,59,89
7,97,84,83,25,48,17,76,93,64,19,38,8,68,97,80,43,3,48,65,68,36,19,66,82,58,35,94,46,48,97,5,7,87,67,94,72,9,95,74,98,93,42,91,34,13,92,99,28,7,23,62,73,45,52,57,47,65,55,52,37,18,31,95,62,53,81,72,41,46,73,16,75,8,41,76,13,37,95,73,91,84,74,59,3,97,15,34,48,92,2,15,54,42,51,21,39,4,80,11
63,51,20,68,75,89,25,89,62,36,81,94,89,25,66,64,99,93,82,27,52,26,5,31,85,55,23,89,61,36,6,46,67,18,45,54,55,83,21,11,67,66,96,60,70,41,56,11,81,94,59,81,23,74,91,2,34,18,42,88,17,53,74,67,47,1,59,31,48,67,37,4,70,6,11,15,10,3,26,18,83,50,72,80,17,32,91,63,96,85,7,97,49,25,5,15,61,82,23,19
61,80,19,63,33,69,88,75,72,20,27,9,34,49,81,47,65,45,34,96,39,59,79,47,96,54,34,66,39,42,41,8,6,59,38,32,26,51,67,43,45,32,60,25,25,55,6,0,71,27,92,1,51,53,74,95,4,32,7,37,49,71,0,9,5,66,49,56,72,56,7,12,4,53,85,68,47,57,2,33,97,25,93,31,55,93,93,80,50,0,53,8,67,23,10,60,90,46,98,7
15,19,12,54,80,87,45,46,85,79,27,21,58,82,20,64,97,93,45,51,21,23,81,1,66,58,98,94,58,61,58,80,71,53,20,82,66,10,34,13,5,0,72,81,87,42,77,1,37,14,82,31,71,36,59,97,82,56,63,15,93,91,43,74,22,80,17,78,83,27,0,65,90,91,23,29,37,28,15,21,51,26,65,34,71,93,40,29,33,22,3,28,58,85,52,31,73,74,51,63
86,33,50,52,0,21,44,65,20,73,88,85,84,20,49,22,82,75,48,84,57,95,52,26,14,45,99,70,59,19,69,42,19,46,42,99,22,54,88,19,29,53,28,60,45,86,14,17,16,77,95,65,90,85,86,89,38,10,73,35,65,78,75,7,91,25,69,22,0,4,59,7,13,65,96,9,22,62,32,50,52,74,65,13,33,78,23,4,83,91,81,21,34,45,76,46,73,48,56,48
39,60,5,83,66,78,97,78,87,84,26,74,21,46,28,59,12,73,7,23,79,86,48,75,65,3,49,93,9,42,0,32,98,21,55,40,8,56,92,1,54,95,44,26,65,38,78,74,69,93,46,74,65,11,38,17,72,23,89,72,68,41,73,98,51,54,45,64,78,90,47,80,71,28,12,27,10,78,38,40,2,75,87,19,62,67,13,19,33,18,61,50,93,87,52,47,88,6,30,33
88,62,44,8,47,53,15,2,63,26,60,77,65,46,8,87,22,32,6,90,27,3,54,42,79,33,30,85,90,58,19,42,10,27,73,33,84,24,43,90,45,42,12,95,59,3,14,70,97,79,29,33,94,87,48,90,80,8,82,54,8,65,12,16,68,85,65,81,35,19,17,8,70,14,40,28,6,61,97,41,68,76,3,70,98,55,92,76,85,54,49,33,11,14,65,16,71,57,69,22
86,64,50,69,74,8,71,65,86,7,56,51,14,10,50,90,71,11,34,70,30,53,97,68,67,40,42,83,86,49,24,66,29,4,12,53,48,82,26,79,47,33,88,79,91,60,0,76,3,30,60,69,89,9,56,15,24,91,28,79,70,31,18,82,50,34,62,2,64,65,9,41,41,29,66,85,63,46,87,65,25,65,43,29,35,74,34,13,21,6,25,8,50,97,29,42,49,59,26,40
5,61,60,63,89,41,87,27,18,58,39,44,46,95,41,65,74,68,76,63,90,20,77,42,87,7,34,51,16,13,97,53,3,93,28,7,69,64,58,90,67,44,9,14,99,67,22,63,5,9,30,12,63,48,39,95,76,30,11,68,70,66,74,8,99,6,32,42,61,2,31,27,59,61,37,89,90,81,22,5,71,14,21,2,43,62,87,92,12,17,67,92,6,29,85,82,91,20,71,14
40,88,94,94,0,77,20,48,50,28,9,32,66,82,67,5,27,12,10,5,57,3,24,54,3,43,76,20,77,30,67,25,78,37,4,32,59,21,59,81,94,43,56,21,16,24,43,43,6,70,27,99,49,5,23,6,24,0,66,15,67,36,33,30,50,53,74,50,91,71,52,20,52,68,60,86,3,49,40,20,31,6,86,8,30,2,63,5,51,29,38,44,75,63,10,92,84,27,51,73
42,50,64,33,39,90,42,75,29,59,29,57,94,8,91,13,6,47,28,89,53,85,54,72,13,16,70,83,44,57,15,1,83,49,97,31,25,26,50,84,24,20,33,30,7,46,76,21,0,25,21,42,88,52,43,60,8,14,56,49,50,81,86,12,6,3,45,26,69,10,56,2,87,26,61,63,82,88,95,47,66,45,5,82,47,64,21,8,49,9,72,53,36,73,55,15,61,2,26,30
22,62,14,62,75,52,50,86,25,68,90,45,71,11,1,37,17,91,43,82,45,33,11,71,53,40,62,77,89,74,86,13,80,67,63,43,25,63,97,42,95,46,82,20,13,84,21,99,61,63,42,61,81,55,21,85,15,61,32,86,19,53,89,26,59,68,10,36,92,42,81,29,77,98,71,60,70,23,88,37,82,78,91,16,88,58,81,93,33,30,28,19,98,87,79,0,61,92,14,38
95,38,57,99,80,22,42,98,4,83,45,20,92,95,37,14,80,16,59,42,78,87,67,96,75,95,97,95,19,39,90,44,85,29,28,1,84,26,48,17,36,93,71,28,63,25,47,94,58,20,38,21,84,52,17,62,59,42,36,53,95,12,94,99,15,33,50,5,8,2,23,24,20,36,65,63,82,59,91,22,59,63,10,68,32,44,1,23,75,0,68,91,72,44,60,19,19,12,81,46
60,72,72,96,58,22,26,81,90,24,9,92,17,67,82,71,53,27,37,41,87,51,26,32,94,45,7,18,28,40,5,0,20,33,11,73,15,13,63,78,26,27,35,52,13,21,88,68,75,69,96,98,73,30,74,15,57,20,6,9,80,19,70,25,36,20,68,11,99,81,3,82,14,10,82,24,51,18,59,78,65,71,93,59,91,37,67,37,35,12,22,94,47,54,49,81,98,80,91,52
70,21,44,23,80,96,30,35,64,76,80,61,84,15,46,68,42,50,25,21,54,67,99,57,8,77,13,94,87,34,57,17,38,1,30,68,63,46,75,92,50,69,3,59,95,11,89,86,16,4,35,72,75,91,42,39,94,27,81,64,84,49,24,85,32,10,57,99,0,84,36,1,27,5,65,26,93,80,15,83,90,39,54,91,36,49,29,83,53,26,95,37,25,89,17,95,85,84,11,26
82,60,43,93,4,43,50,7,58,94,71,27,51,16,81,62,36,93,6,69,56,70,76,23,65,51,4,14,62,73,19,76,47,20,58,15,52,10,70,83,47,76,55,92,25,31,69,75,74,69,42,83,67,65,60,1,48,81,51,64,42,15,83,36,48,29,67,62,27,58,97,51,78,50,18,20,86,77,29,84,53,92,42,4,56,77,42,73,65,16,71,67,40,70,78,14,29,48,77,33
99,91,0,33,64,42,0,48,31,54,35,21,85,65,49,97,28,93,56,39,60,94,0,39,49,4,58,12,46,21,94,78,82,68,41,27,37,57,1,25,75,8,70,0,16,19,43,22,0,71,96,13,49,8,76,67,33,10,74,54,82,78,75,60,37,28,54,53,1,78,36,28,19,88,18,90,90,68,22,68,61,59,73,77,46,88,47,90,55,32,52,64,62,79,87,93,61,17,91,32
71,66,77,71,74,83,99,27,21,20,27,93,63,24,20,20,91,33,15,35,37,13,38,15,61,26,8,56,6,85,51,72,23,70,55,8,28,67,9,22,86,25,0,95,91,7,92,73,1,71,5,71,75,78,54,21,71,64,35,48,57,52,83,79,81,94,52,25,18,65,91,16,7,61,54,83,76,8,7,98,64,4,55,22,87,3,43,21,37,96,37,84,99,62,70,32,27,36,58,39
78,79,26,69,53,62,78,77,30,80,84,28,19,16,77,49,18,99,48,85,93,3,9,98,38,81,81,31,55,40,2,60,48,82,63,92,39,55,93,78,91,78,4,45,78,93,82,82,54,73,80,95,62,4,42,90,60,74,94,38,37,93,83,4,95,52,67,15,58,40,63,25,98,27,61,47,1,89,16,30,72,30,44,81,66,64,97,55,87,83,62,88,1,48,33,41,4,12,14,43
34,20,15,46,27,51,4,98,21,28,97,24,95,29,13,59,57,92,73,45,66,48,46,83,71,69,85,81,93,41,4,84,92,70,19,9,35,69,70,45,19,97,88,94,12,22,95,81,0,68,42,74,22,18,16,42,60,41,54,46,66,29,65,1,96,62,64,13,29,15,86,38,15,72,43,25,65,11,84,58,84,43,70,89,96,15,80,20,26,99,56,96,18,77,45,55,51,6,99,4
97,6,26,37,57,3,25,53,60,94,84,39,39,96,63,64,88,22,0,36,59,52,59,4,80,16,47,49,89,33,86,62,97,82,89,46,72,58,80,97,84,43,80,87,42,52,55,96,80,71,76,90,76,17,55,76,30,87,39,20,71,9,43,19,57,27,53,99,39,71,96,34,20,44,61,45,74,38,62,70,53,67,28,1,82,22,86,47,19,2,93,60,7,37,44,97,66,0,4,86
